설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,그늘막유형,세부위치,설치년도,전체높이,펼침지름,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
기흥농협 농서지점 사거리(지에스스틸),경기도,용인시,,경기도 용인시 기흥구 농서동 455,37.2300258153,127.0718001710,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
외서천삼거리 기흥농협 서천지점 앞 횡단보도,경기도,용인시,,경기도 용인시 기흥구 서천동 335-1,37.2468982409,127.072849,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서천지하차도 사거리(서천고),경기도,용인시,,경기도 용인시 기흥구 농서동 424,37.2325822011,127.0702592729,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서천지하차도 사거리(주택단지),경기도,용인시,,경기도 용인시 기흥구 농서동 424,37.2325822011,127.0702592729,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서천고 사거리(서천고쪽),경기도,용인시,,경기도 용인시 기흥구 농서동 396,37.2350573786,127.0681968103,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서경삼거리,경기도,용인시,,경기도 용인시 기흥구 서천동 246-1,37.243162,127.0758220009,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서천센트럴파크원 정문 건너편(버스정류장 쪽),경기도,용인시,,경기도 용인시 기흥구 서천동 733,37.2382702584,127.0679318413,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서천센트럴파크원 정문 건너편(버스정류장 반대쪽),경기도,용인시,,경기도 용인시 기흥구 서천동 733,37.2382702584,127.0679318413,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서천마을휴먼시아2단지 주변(서천근린공원쪽),경기도,용인시,,경기도 용인시 기흥구 서천동 753,37.2388355536,127.0738797034,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서천레스피아 앞 횡단보도(생태공원 쪽),경기도,용인시,,경기도 용인시 기흥구 서천동 712,37.2396094412,127.0684668346,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서천레스피아 앞 횡단보도(레스피아 쪽),경기도,용인시,,경기도 용인시 기흥구 서천동 712,37.2396094412,127.0684668346,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서천서로20번길 횡단보도,경기도,용인시,,경기도 용인시 기흥구 서천동 722-5,37.240657,127.0731208022,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서천초교삼거리 (아파트 쪽),경기도,용인시,,경기도 용인시 기흥구 서천동 833,37.2440336338,127.074161,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서천고등학교 정문 건너편 GS25 편의점 앞,경기도,용인시,,경기도 용인시 기흥구 농서동 396,37.2350573786,127.0681968103,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서천고등학교 정문 건너편,경기도,용인시,,경기도 용인시 기흥구 농서동 396,37.2350573786,127.0681968103,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
경희유치원 앞,경기도,용인시,,경기도 용인시 기흥구 서천동 798,37.2400191102,127.0758949119,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서농동 주민센터 일원 사거리(북서쪽 건너편),경기도,용인시,,경기도 용인시 기흥구 서천동 733-2,37.238525,127.067851,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서농동 주민센터 일원 사거리(서쪽 건너편),경기도,용인시,,경기도 용인시 기흥구 서천동 733-2,37.238408,127.067794,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서농동 주민센터 일원 사거리(건너기 전),경기도,용인시,,경기도 용인시 기흥구 서천동 733-2,37.238313,127.068074,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서경삼거리 (아파트 104동 쪽),경기도,용인시,,경기도 용인시 기흥구 서천동 254-3,37.2435578365,127.0758655718,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
서천초교삼거리 (청담빌 앞),경기도,용인시,,경기도 용인시 기흥구 서천동 256-7,37.2433090213,127.0742373630,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
도시지원시설입구(스타벅스 건너편),경기도,용인시,,경기도 용인시 기흥구 농서동 424,37.2325822011,127.070218,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
경찰대앞 교통섬(아파트),경기도,용인시,,경기도 용인시 기흥구 언남동 255-7,37.2923200088,127.1271639817,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
경찰대앞 교통섬(짬뽕집),경기도,용인시,,경기도 용인시 기흥구 언남동 255-7,37.2923200088,127.1271639817,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
청덕초등학교 앞 횡단보도(청덕초),경기도,용인시,,경기도 용인시 기흥구 청덕동 590,37.2951180174,127.150062,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
청덕고 앞 횡단보도,경기도,용인시,,경기도 용인시 기흥구 청덕동 581,37.292148,127.1452829096,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
물푸레마을5단지 횡단보도,경기도,용인시,,경기도 용인시 기흥구 청덕동 590,37.2951180174,127.1500378681,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
청덕초 삼거리 횡단보도,경기도,용인시,,경기도 용인시 기흥구 청덕동 589,37.2936813258,127.1494656939,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
물푸레생태교 앞 횡단보도,경기도,용인시,,경기도 용인시 기흥구 청덕동 590,37.2951180174,127.1500378681,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
물푸레마을7단지 삼거리 횡단보도(7단지),경기도,용인시,,경기도 용인시 기흥구 청덕동 600,37.2926990026,127.1505561290,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
물푸레마을7단지 삼거리 횡단보도(공터),경기도,용인시,,경기도 용인시 기흥구 청덕동 600,37.2926990026,127.1505561290,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
경찰대 앞 교통섬(주유소쪽),경기도,용인시,,경기도 용인시 기흥구 언남동 233-1,37.291851,127.1256308393,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
청덕도서관 사거리(도서관쪽),경기도,용인시,,경기도 용인시 기흥구 청덕동 581,37.2921608943,127.1452829096,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
청덕도서관 사거리(주택단지쪽),경기도,용인시,,경기도 용인시 기흥구 청덕동 581,37.2921608943,127.1452829096,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
청덕도서관 사거리(청덕중쪽),경기도,용인시,,경기도 용인시 기흥구 청덕동 581,37.2921608943,127.1452829096,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
청덕도서관 사거리(장어집쪽),경기도,용인시,,경기도 용인시 기흥구 청덕동 581,37.2921608943,127.1452829096,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
뜨락공원 사거리 교통섬(뜨락공원),경기도,용인시,,경기도 용인시 기흥구 청덕동 573,37.2905660456,127.1387541307,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
뜨락공원 사거리 교통섬(하늘공원),경기도,용인시,,경기도 용인시 기흥구 청덕동 573,37.2905660456,127.1387541307,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
뜨락공원 사거리 교통섬(매운탕),경기도,용인시,,경기도 용인시 기흥구 청덕동 573,37.2905660456,127.1387541307,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
뜨락공원 사거리 교통섬(청덕모터스),경기도,용인시,,경기도 용인시 기흥구 청덕동 573,37.2905660456,127.1387541307,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
광도와이드빌 앞 사거리,경기도,용인시,,경기도 용인시 기흥구 청덕동 392-3,37.2877449208,127.137286,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성래미안2차 사거리(임박사공인중개사 사무소 앞),경기도,용인시,,경기도 용인시 기흥구 언남동 338-25,32.2945,127.1195,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
경찰대정문 삼거리(언남중 인하스빌 쪽),경기도,용인시,,경기도 용인시 기흥구 언남동 132-30,37.2934,127.1290543224,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성래미안2차 사거리(국민은행 앞),경기도,용인시,,경기도 용인시 기흥구 언남동 495-1,37.2941897877,127.1192,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성로486번길 (공원 쪽),경기도,용인시,,경기도 용인시 기흥구 청덕동 491-15,37.2968,127.1516603249,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성3로28번길 (5단지 쪽),경기도,용인시,,경기도 용인시 기흥구 청덕동 598,37.2954088027,127.1519106052,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성3로28번길 (도매폰 쪽),경기도,용인시,,경기도 용인시 기흥구 청덕동 502-1,37.2964421377,127.1521283173,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성로486번길 (주택 쪽),경기도,용인시,,경기도 용인시 기흥구 청덕동 596,37.2973499915,127.1517948377,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성래미안2차 사거리,경기도,용인시,,경기도 용인시 기흥구 언남동 399-1,37.2943806148,127.1194,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성파출소 앞 횡단보도,경기도,용인시,,경기도 용인시 기흥구 언남동 375-3,37.294782,127.116925,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
생명샘교회 앞,경기도,용인시,,경기도 용인시 기흥구 언남동 333-3,37.2959,127.119711,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
생명생교회 맞은편 교통섬,경기도,용인시,,경기도 용인시 기흥구 언남동 478-15,37.295995,127.119423,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
영해반점 앞,경기도,용인시,,경기도 용인시 기흥구 언남동 338-31,37.294607,127.1191289009,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
김상수병원 건너편,경기도,용인시,,경기도 용인시 기흥구 언남동 419-4,37.2930699605,127.1213943411,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성힐스테이트 108동 일원 사거리,경기도,용인시,,경기도 용인시 기흥구 언남동 320-3,37.2968706430,127.1200135613,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성힐스부동 건너편,경기도,용인시,,경기도 용인시 기흥구 언남동 320-3,37.296828,127.1200135613,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
신일아파트 삼거리,경기도,용인시,,경기도 용인시 기흥구 언남동 456-54,37.2913969233,127.1316215944,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
이마트 24 편의점 앞,경기도,용인시,,경기도 용인시 기흥구 청덕동 590,37.2951180174,127.1500378681,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성3로 삼거리(청덕초등학교 대각 건너편),경기도,용인시,,경기도 용인시 기흥구 청덕동 590,37.2951180174,127.1500378681,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
연원마을사거리(주유소쪽),경기도,용인시,,경기도 용인시 기흥구 마북동 505-2,37.301015,127.106288,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
연원마을사거리(하나공인중개사 건너편),경기도,용인시,,경기도 용인시 기흥구 마북동 610,37.3001547488,127.1067301770,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
연원마을 벽산아파트 경비초소 앞,경기도,용인시,,경기도 용인시 기흥구 마북동 548-8,37.301775,127.1106834081,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
한성cc사거리(테라스가든 앞),경기도,용인시,,경기도 용인시 기흥구 마북동 182-8,37.3037366551,127.1237699271,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
마북초교 건너편(이마트24편의점),경기도,용인시,,경기도 용인시 기흥구 마북동 548-8,37.301775,127.1106834081,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
한성cc사거리(마약생고기 앞),경기도,용인시,,경기도 용인시 기흥구 마북동 175-1,37.3033857271,127.1230733242,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
교동초 앞 삼거리,경기도,용인시,,경기도 용인시 기흥구 마북동 583-28,37.301326,127.1220732135,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성농협 삼거리,경기도,용인시,,경기도 용인시 기흥구 마북동 333-2,37.294893,127.113861,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
파라곤 아파트 입구 사거리,경기도,용인시,,경기도 용인시 기흥구 마북동 641,37.3016023435,127.1227443807,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
파라곤 아파트 입구 사거리,경기도,용인시,,경기도 용인시 기흥구 마북동 641,37.3016023435,127.1227443807,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성우체국 맞은편,경기도,용인시,,경기도 용인시 기흥구 마북동 583-21,37.2955213838,127.1173710871,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
까사미아 구성점 앞 횡단보도 교통섬,경기도,용인시,,경기도 용인시 기흥구 마북동 502-189,37.294384,127.109888,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
신창아파트 앞 횡단보도(버스정류장 쪽),경기도,용인시,,경기도 용인시 기흥구 마북동 144-2,37.3052011584,127.1249998127,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
신창아파트 앞 횡단보도(삼포가는길 쪽),경기도,용인시,,경기도 용인시 기흥구 마북동 144-2,37.3052011584,127.1249998127,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
신창아파트 앞 횡단보도(예수의교회 쪽),경기도,용인시,,경기도 용인시 기흥구 마북동 144-2,37.3052011584,127.124941,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성부동산 앞 횡단보도(마북초 쪽),경기도,용인시,,경기도 용인시 기흥구 마북동 550-2,37.302881,127.1109414819,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성성당 앞 횡단보도(성당 쪽),경기도,용인시,,경기도 용인시 기흥구 마북동 162-31,37.3019604170,127.1181225366,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성성당 앞 횡단보도(자이 쪽),경기도,용인시,,경기도 용인시 기흥구 마북동 162-31,37.3019604170,127.1181225366,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
교동초 앞 삼거리 횡단보도(초원부동산),경기도,용인시,,경기도 용인시 기흥구 마북동 168-1,37.301546,127.122097,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
버스정류장 옆 횡단보도,경기도,용인시,,경기도 용인시 기흥구 마북동 166-2,37.301607,127.1211575405,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성중 건너편 횡단보도(삼성쉐르빌 쪽),경기도,용인시,,경기도 용인시 기흥구 마북동 산33-18,37.300761,127.114285,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
LIG 넥스원 앞 횡단보도(넥스원 쪽),경기도,용인시,,경기도 용인시 기흥구 마북동 133-1,37.3071527468,127.1274796070,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
LIG 넥스원 앞 횡단보도(천가 쪽),경기도,용인시,,경기도 용인시 기흥구 마북동 133-1,37.3071527468,127.127411,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
신창아파트 칼빈대 입구 (정류장 쪽),경기도,용인시,,경기도 용인시 기흥구 마북동 144-2,37.3052011584,127.1249998127,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동양파라곤아파트정문 앞 교통섬,경기도,용인시,,경기도 용인시 기흥구 마북동 174-23,37.30274,127.122545,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성초교 삼거리 (구성초 정문쪽),경기도,용인시,,경기도 용인시 기흥구 마북동 333-7,37.2948908354,127.1145715375,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
교동초 앞,경기도,용인시,,경기도 용인시 기흥구 마북동 631,37.301022,127.1222334325,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
구성하이마트 앞,경기도,용인시,,경기도 용인시 기흥구 마북동 522-3,37.298934,127.107895,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
마북동 중앙프라자 대각선 하천교량쪽,경기도,용인시,,경기도 용인시 기흥구 마북동 169-1,37.3025713746,127.1226581929,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
마북동 중앙프라자 주차장 앞,경기도,용인시,,경기도 용인시 기흥구 마북동 169-1,37.3025713746,127.1226581929,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
마북동 교동마트 하천쪽 사거리 길건너기 전,경기도,용인시,,경기도 용인시 기흥구 마북동 634,37.301273,127.12171,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
마북동 교동마트 하천쪽 사거리 길건너편,경기도,용인시,,경기도 용인시 기흥구 마북동 583-27,37.3007261909,127.1209799285,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
연원마을사거리 하나공인중개사 앞,경기도,용인시,,경기도 용인시 기흥구 마북동 524-29,37.3003614711,127.1069288371,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백이마트 사거리(이택단지앞),경기도,용인시,,경기도 용인시 기흥구 중동 1053,37.2785013169,127.1534541944,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
호수마을 주공@ (동막초교) 앞 교차로,경기도,용인시,,경기도 용인시 기흥구 동백동 669,37.2851633602,127.1556685254,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
호수마을 서해그랑블@ (동백고등학교 앞) 교차로,경기도,용인시,,경기도 용인시 기흥구 동백동 678,37.2826395814,127.1579907907,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
호수마을 서해그랑블@ (동백고등학교 앞) 교차로,경기도,용인시,,경기도 용인시 기흥구 동백동 678,37.282634,127.1579907907,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
백현마을 모아미래도@ (백현초교) 앞 교차로,경기도,용인시,,경기도 용인시 기흥구 동백동 671,37.2834647953,127.1626898836,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백초등학교 앞 교차로,경기도,용인시,,경기도 용인시 기흥구 동백동 679,37.2824365458,127.1536635041,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백초등학교 앞 교차로,경기도,용인시,,경기도 용인시 기흥구 동백동 679,37.2824365458,127.1536635041,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
호수마을 자연앤@ 앞 교차로,경기도,용인시,,경기도 용인시 기흥구 동백동 669,37.285199,127.1556685254,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
호수마을 자연앤@ 앞 교차로,경기도,용인시,,경기도 용인시 기흥구 동백동 669,37.2851633602,127.1556685254,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
백현초교 횡단보도(8단지),경기도,용인시,,경기도 용인시 기흥구 동백동 600,37.2831054908,127.1623937909,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
백현초교 횡단보도(내꽃공원),경기도,용인시,,경기도 용인시 기흥구 동백동 600,37.2831054908,127.1623937909,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백중학교 사거리(동백중),경기도,용인시,,경기도 용인시 기흥구 동백동 669,37.2851633602,127.1556685254,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
호수마을 휴먼시아 사거리(동막초교),경기도,용인시,,경기도 용인시 기흥구 동백동 605-3,37.28544,127.1533130077,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
백현마을 9단지사거리(9단지쪽),경기도,용인시,,경기도 용인시 기흥구 동백동 584-3,37.2819447977,127.1652196968,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
백현마을 9단지사거리(2단지쪽),경기도,용인시,,경기도 용인시 기흥구 동백동 584-3,37.2819447977,127.1652196968,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
백현고고 삼거리(학교쪽),경기도,용인시,,경기도 용인시 기흥구 동백동 674,37.2814138568,127.1637858825,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
백현고고 삼거리(1단지쪽),경기도,용인시,,경기도 용인시 기흥구 동백동 674,37.2814138568,127.1637858825,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
백현마을 서해그랑블 앞(경비실),경기도,용인시,,경기도 용인시 기흥구 동백동 579,37.2853796793,127.1612305187,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
호수마을 휴먼시아 사거리(계룡리슈빌),경기도,용인시,,경기도 용인시 기흥구 동백동 679,37.2824365458,127.1536635041,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백고교사거리,경기도,용인시,,경기도 용인시 기흥구 동백동 598-9,37.282187,127.1594262960,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백중사거리 횡단보도(백현마을 서해그랑블 쪽),경기도,용인시,,경기도 용인시 기흥구 동백동 579-1,37.2853729042,127.159669,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백중사거리 횡단보도(백현마을 모아1단지 쪽),경기도,용인시,,경기도 용인시 기흥구 동백동 579-1,37.2853729042,127.159694,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
호수마을어울림 정문(우),경기도,용인시,,경기도 용인시 기흥구 동백동 669,37.2851633602,127.1556685254,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백초등학교 사거리(동백초등학교 건너편),경기도,용인시,,경기도 용인시 기흥구 동백동 677,37.2817058559,127.1587377620,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백초등학교 사거리(세븐일레븐 앞),경기도,용인시,,경기도 용인시 기흥구 동백동 677,37.2817058559,127.1587377620,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백중학교 앞(과일킹 앞),경기도,용인시,,경기도 용인시 기흥구 동백동 669,37.2851633602,127.1556685254,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
성산마을 서해그랑블 사거리(동백역 쪽),경기도,용인시,,경기도 용인시 기흥구 중동 1071,37.2692013329,127.1536414669,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백행정복지센터 삼거리앞,경기도,용인시,,경기도 용인시 기흥구 중동 1058,37.2738203430,127.1508125952,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백이마트 사거리(건널목중간),경기도,용인시,,경기도 용인시 기흥구 중동 1052,37.2780038607,127.1507516975,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백이마트 사거리,경기도,용인시,,경기도 용인시 기흥구 중동 1055,37.2737452861,127.1576832735,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백소방서 사거리(상가쪽),경기도,용인시,,경기도 용인시 기흥구 중동 1053,37.2785013169,127.1534541944,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백쥬네브주유소 교차로,경기도,용인시,,경기도 용인시 기흥구 중동 1059,37.2768411522,127.1512978021,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
성산마을 서해그랑블사거리 3108동 앞,경기도,용인시,,경기도 용인시 기흥구 중동 1055,37.2737452861,127.1576832735,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
호수공원 삼거리(호수공원),경기도,용인시,,경기도 용인시 기흥구 중동 1060,37.2756610422,127.1475996261,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백쥬네브 주유소 사거리(신영지웰),경기도,용인시,,경기도 용인시 기흥구 중동 1058,37.2738203430,127.1508125952,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
초당초등학교 정문 옐로카펫,경기도,용인시,,경기도 용인시 기흥구 중동 1010,37.2634728162,127.160922,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백역 사거리(동백역),경기도,용인시,,경기도 용인시 기흥구 중동 1087,37.2691508524,127.152748,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
대원칸타빌사거리(칸타빌 후문),경기도,용인시,,경기도 용인시 기흥구 중동 1069,37.2695729575,127.1586646923,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
백현마을롯데캐슬사거리,경기도,용인시,,경기도 용인시 기흥구 중동 1057,37.2755388956,127.1568597000,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백사랑의교회 앞 횡단보도(교회 건너편),경기도,용인시,,경기도 용인시 기흥구 중동 1075,37.2610317683,127.1605740675,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
동백사랑의교회 앞 횡단보도(교회 쪽),경기도,용인시,,경기도 용인시 기흥구 중동 1075,37.2610317683,127.1605740675,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
금호어울림사거리 (편의점 쪽),경기도,용인시,,경기도 용인시 기흥구 중동 1066,37.2709786976,127.1519767694,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
금호어울림사거리 (티월드 쪽),경기도,용인시,,경기도 용인시 기흥구 중동 1066,37.2709786976,127.1519767694,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
금호어울림사거리 (공원 쪽),경기도,용인시,,경기도 용인시 기흥구 중동 1067,37.2719426748,127.1535918631,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
초당어린이집 사거리(12단지 건너편),경기도,용인시,,경기도 용인시 기흥구 중동 1072,37.2642019994,127.1588609834,접이식그늘막,,,,,경기도 용인시,,2024-08-13,4050000,경기도 용인시
